"cod_coordenacao_regional","coordenacao_regional","cod_escola","escola","tipo_escola","endereco_cep","endereco_uf","endereco_localidade","endereco_regiao_administrativa","endereco_bairro","endereco_logradouro","endereco_complemento"
11,CRE - Taguatinga,110,CENTRO DE ENSINO FUNDAMENTAL 16 DE TAGUATINGA,pública,"72161200",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNL 22 ,AREA ESPECIAL Nº 24
3,CRE - Plano Piloto e Cruzeiro,16,CENTRO DE ENSINO ESPECIAL DE DEFICIENTES VISUAIS,pública,"70200720",DF,Brasília,Brasília                      ,Asa Sul,SGAS 612 ,s/complemento
3,CRE - Plano Piloto e Cruzeiro,601,ESCOLA MENINOS E MENINAS DO PARQUE,pública,"70610300",DF,Brasília,Brasília                      ,Asa Sul,Parque Recreativo Sarah Kubitschek ,ESTACIONAMENTO 6
12,CRE - Samambaia,754,ASS. BENEF. EVANG. - CRECHE PR FRANCISCO MIRANDA,privada,"72308300",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QR 314 ,QS 314 ÁREA ESPECIAL N° 04 - SAMAMBAIA S
14,CRE - Santa Maria,135,CENTRO DE ENSINO FUNDAMENTAL 103 DE SANTA MARIA,pública,"72503202",DF,Brasília,Santa Maria                   ,Santa Maria,CL 103 Bloco B ,Lote 1B
8,CRE - Núcleo Bandeirante,456,CAIC Juscelino Kubitschek,pública,"71740600",DF,Brasília,ParkWay                       ,Setor de Mansões Park Way,SMPW Quadra 6 ,AE 02
12,CRE - Samambaia,768,PROJETO SÓCIO EDUCATIVO SANTA LUZIA,privada,"72312205",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 508 Conjunto 5 ,QN 508 CONJUNTO 05 LOTE 05
14,CRE - Santa Maria,129,CENTRO DE ENSINO FUNDAMENTAL 308 DE SANTA MARIA,pública,"72508232",DF,Brasília,Santa Maria                   ,Santa Maria,CL 308 Bloco B ,LOTE 1B
4,CRE - Ceilândia,41,CENTRO DE ENSINO ESPECIAL 02 DE CEILÂNDIA,pública,"72255207",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNO 12 Área Especial G ,s
6,CRE - Brazlândia,22,Centro de Ensino Especial 01 de Brazlândia,pública,"72710026",DF,Brasília,Brazlândia                    ,Setor Norte (Brazlândia),EQ 2/4 ,E/Q
6,CRE - Brazlândia,834,Escola Parque da Natureza de Brazlândia,pública,"72715700",DF,Brasília,Brazlândia                    ,Setor Sul (Brazlândia),Setor de Chácaras ,"1"
4,CRE - Ceilândia,366,ESCOLA CLASSE 36 DE CEILÂNDIA,pública,"72240520",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNP 5/9 ,AE
4,CRE - Ceilândia,318,ESCOLA CLASSE LAJES DA JIBÓIA,pública,"72215000",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),Área Especial 1 ,BR 060 DF 190 KM 5 NR LAJES DA JIBOIA
5,CRE - Gama,56,CENTRO DE ENSINO ESPECIAL 01 DO GAMA,pública,"72405555",DF,Brasília,Gama                          ,Setor Central (Gama),EQ 55/56 ,s
14,CRE - Santa Maria,332,CENTRO DE EDUCAÇÃO INFANTIL 210 DE SANTA MARIA,pública,"72510300",DF,Brasília,Santa Maria                   ,Santa Maria,EQ 210/310 ,lote a
14,CRE - Santa Maria,794,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA CORUJINHA DO CERRADO,pública,"72502208",DF,Brasília,Santa Maria                   ,Santa Maria,CL 102 Bloco H ,Bloco H
10,CRE - Sobradinho,99,CENTRO DE ENSINO ESPECIAL 01 DE SOBRADINHO,pública,"73150040",DF,Brasília,Fercal                        ,Setor Habitacional Fercal (Sobradinho),Engenho Velho Quadra 12 ,s
12,CRE - Samambaia,121,CENTRO DE ENSINO FUNDAMENTAL 427 DE SAMAMBAIA,pública,"72327540",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QN 427 ,AREA ESPECIAL 02
11,CRE - Taguatinga,312,CENTRO DE EDUCAÇÃO INFANTIL 03 DE TAGUATINGA,pública,"72145632",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNM 36 Conjunto B2 ,lote 60
12,CRE - Samambaia,750,FENAÇÕES INTEGRAÇÃO SOCIAL - CANTINHO DA AMIZADE,privada,"72333500",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QS 617 ,.
12,CRE - Samambaia,800,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA JABUTI,pública,"72320560",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QN 414 ,Área Especial 01
4,CRE - Ceilândia,184,CENTRO DE ENSINO FUNDAMENTAL 31 DE CEILÂNDIA,pública,"72260700",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNO 17 ,AE
12,CRE - Samambaia,792,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA TAMANDUÁ BANDEIRA,pública,"72308208",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 314 Conjunto 8 ,Lote 01
15,CRE - São Sebastião,138,CENTRO DE ENSINO FUNDAMENTAL DO BOSQUE,pública,"71694049",DF,Brasília,São Sebastião                 ,Residencial do Bosque (São Sebastião),Especial CEF ,Area institucional nº 02 Res. do Bosque
7,CRE - Guará,403,CENTRO EDUCACIONAL 04 DO GUARÁ,pública,"71020095",DF,Brasília,Guará                         ,Guará I,QE 9 ,Área Especial D/E
5,CRE - Gama,192,CENTRO EDUCACIONAL CASA GRANDE,pública,"72428010",DF,Brasília,Gama                          ,Setor Oeste (Gama),Núcleo Rural Casa Grande ,Modulo agrícola 16 Chácara 1  
12,CRE - Samambaia,753,LAR ASSISTENCIAL MARIA DE NAZARÉ - CRECHE LAR DE MARIA,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,a
12,CRE - Samambaia,586,CAIC AYRTON SENNA,pública,"72301700",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QR 115 ,AREA URBANA QUADRA 117
7,CRE - Guará,58,CENTRO DE ENSINO FUNDAMENTAL 04 DO GUARÁ,pública,"71010111",DF,Brasília,Guará                         ,Guará I,QE 12 ,area especial
9,CRE - Planaltina,203,CENTRO DE ENSINO FUNDAMENTAL CERÂMICAS REUNIDAS DOM BOSCO,pública,"73307992",DF,Brasília,Planaltina                    ,,Pipiripau - Rodovia DF-205 km 03 (Acesso P/Rod.DF-345 BSB S João D'Aliança),BR 020 KM 54
4,CRE - Ceilândia,625,Centro de Educação Profissional Escola Técnica de Ceilândia - CEP-ETC,pública,"72220140",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNN 14 ,a
11,CRE - Taguatinga,772,ASSOCIAÇÃO CAMINHO DE LUZ - AREAL,privada,"71966180",DF,Brasília,Águas Claras                  ,Areal (Águas Claras),QS 6 Conjunto 430A ,LOTE 01
12,CRE - Samambaia,208,CENTRO DE EDUCAÇÃO INFANTIL 307 DE SAMAMBAIA,pública,"72313107",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QR 507 Conjunto 7 ,A
12,CRE - Samambaia,755,ASSOCIAÇÃO  NOSSA SENHORA MÃE DOS HOMENS,privada,"72325000",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QR 419 ,a
3,CRE - Plano Piloto e Cruzeiro,10,CENTRO DE ENSINO FUNDAMENTAL 05 DE BRASÍLIA,pública,"70257000",DF,Brasília,Brasília                      ,Asa Sul,SQS 408 ,AE
16,CRE - Recanto das Emas,149,CENTRO DE ENSINO FUNDAMENTAL 801 DO RECANTO DAS EMAS,pública,"72650000",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 801 ,Conjunto 01 AE
12,CRE - Samambaia,759,AFMA - AÇÃO SOCIAL COMUNITÁRIA,privada,"72320541",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QN 412 Conjunto A Comércio,z
8,CRE - Núcleo Bandeirante,760,"4 -  Cantinho da Paz_Casa Transitória de Brasília - Unidade III",privada,"71725250",DF,Brasília,Candangolândia                ,Candangolândia,EQR 2/4 ,ESPAÇO CULTURAL 14
14,CRE - Santa Maria,136,CENTRO DE ENSINO ESPECIAL 01 DE SANTA MARIA,pública,"72508220",DF,Brasília,Santa Maria                   ,Santa Maria,CL 208 ,AREA ESPECAL
12,CRE - Samambaia,751,ASSOCIAÇÃO MARIA DE NAZARÉ,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,a
3,CRE - Plano Piloto e Cruzeiro,213,CENTRO DE EDUCAÇÃO INFANTIL 01 DE BRASÍLIA,pública,"70830503",DF,Brasília,Brasília                      ,Asa Norte,SGAN 611 Módulo C ,AE
12,CRE - Samambaia,756,SOCIEDADE ESPÍRITA DE EDUCAÇÃO - SEMENTE LUZ,privada,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,a
6,CRE - Brazlândia,499,Centro de Educação Infantil 01 de Brazlândia,pública,"72726100",DF,Brasília,Brazlândia                    ,Veredas (Brazlândia),Quadra 5 ,PIQ 05 LOTE 01 
3,CRE - Plano Piloto e Cruzeiro,156,ESCOLA CLASSE 315 SUL,pública,,,,,,,ASSAS
4,CRE - Ceilândia,170,Centro de Ensino Fundamental Boa Esperança,pública,"72215000",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),Área Especial 1 ,ÁREA RURAL
5,CRE - Gama,194,CENTRO DE ENSINO FUNDAMENTAL PONTE ALTA NORTE,pública,"72426100",DF,Brasília,Gama                          ,Ponte Alta (Gama),Avenida Ponte Alta Norte ,BR 475 KM 05
12,CRE - Samambaia,122,CENTRO DE ENSINO FUNDAMENTAL 120 DE SAMAMBAIA,pública,"72304104",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 122 Conjunto 4 ,LOTE 01
3,CRE - Plano Piloto e Cruzeiro,835,ESCOLA PARQUE 307/308 SUL,pública,"70347000",DF,Brasília,Brasília                      ,Asa Sul,SQS 108 ,"1"
7,CRE - Guará,65,CENTRO DE ENSINO ESPECIAL 01 DO GUARÁ,pública,"71015205",DF,Brasília,Guará                         ,Guará I,QE 20 ,lote A A/E
12,CRE - Samambaia,850,Centro de Educação da Primeira Infância Cutia,pública,"72303530",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QS 127 ,Àrea especial 01
12,CRE - Samambaia,562,ESCOLA CLASSE 108 DE SAMAMBAIA,pública,"72302530",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QS 110 ,Área Especial 01 
12,CRE - Samambaia,849,Centro de Educação da Primeira Infância Mangabeira,pública,"72321570",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QS 413 ,Àrea especial 02 
11,CRE - Taguatinga,745,CASA TRANSITÓRIA DE BRASÍLIA - LAR CRIANÇAS - CTB,privada,"72115150",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNB 15 ,a
11,CRE - Taguatinga,767,LAR DA CRIANÇA DE BRASILIA,privada,"72115050",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNB 5 ,QNB A/E 04B
16,CRE - Recanto das Emas,803,CENTRO DE EDUCAÇÃO DA PRIMEIRA INFÂNCIA SABIÁ - DO - CAMPO,pública,"72621203",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 305 Conjunto 2 ,lote 01
3,CRE - Plano Piloto e Cruzeiro,746,ASSOCIAÇÃO CRUZ DE MALTA,privada,"70740535",DF,Brasília,Brasília                      ,Asa Norte,SCLRN 707 Bloco E ,a
11,CRE - Taguatinga,101,CENTRO DE ENSINO FUNDAMENTAL 04 DE TAGUATINGA,pública,"72150517",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),EQNL 5/7 Área Especial s/n ,Setor L Norte
3,CRE - Plano Piloto e Cruzeiro,233,CENTRO DE ENSINO ESPECIAL 01 DE BRASÍLIA,pública,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,phenicia
6,CRE - Brazlândia,505,Escola Classe 08 de Brazlândia,pública,"72725400",DF,Brasília,Brazlândia                    ,Veredas (Brazlândia),Quadra 4 ,PIQ 04 LOTE 01
3,CRE - Plano Piloto e Cruzeiro,270,CENTRO DE ENSINO MÉDIO PAULO FREIRE,pública,"70830451",DF,Brasília,Brasília                      ,Asa Norte,SGAN 610 Módulo A ,"610"
3,CRE - Plano Piloto e Cruzeiro,264,ESCOLA CLASSE 308 SUL,pública,"70354400",DF,Brasília,Brasília                      ,Asa Sul,EQS 307/308 ,AE
3,CRE - Plano Piloto e Cruzeiro,857,Escola da Natureza,pública,"70610300",DF,Brasília,Brasília                      ,Asa Sul,Parque Recreativo Sarah Kubitschek ,PARQUE DA CIDADE SARA KUBITSCHEK PORTÃO Nº 5
12,CRE - Samambaia,114,CENTRO DE ENSINO FUNDAMENTAL 404 DE SAMAMBAIA,pública,"72318550",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QS 404 ,AREA ESPECIAL
8,CRE - Núcleo Bandeirante,188,Escola Classe Agrovila II,pública,"71884300",DF,Brasília,Riacho Fundo II               ,Riacho Fundo II,CAUB II ,.
9,CRE - Planaltina,608,CENTRO EDUCACIONAL VALE DO AMANHECER,pública,"73370077",DF,Brasília,Planaltina                    ,Vale do Amanhecer (Planaltina),Conjunto Residencial 77 ,Área Especial 03 Lote 01 Vila Pacheco
12,CRE - Samambaia,563,ESCOLA CLASSE 111 DE SAMAMBAIA,pública,"72301545",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QS 111 ,ÁREA ESPECIAL
3,CRE - Plano Piloto e Cruzeiro,224,JARDIM DE INFÂNCIA 114 SUL,pública,"70377000",DF,Brasília,Brasília                      ,Asa Sul,SQS 114 ,AE
15,CRE - São Sebastião,860,Centro Interescolar de Línguas 01 de São Sebastião,pública,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,RUA 01 - LT 101
14,CRE - Santa Maria,171,ESCOLA CLASSE 116 DE SANTA MARIA,pública,"72546200",DF,Brasília,Santa Maria                   ,Santa Maria,CL 116 ,LOTE 1 - M
3,CRE - Plano Piloto e Cruzeiro,252,ESCOLA CLASSE 411 NORTE,pública,"70866000",DF,Brasília,Brasília                      ,Asa Norte,SQN 411 ,AE
3,CRE - Plano Piloto e Cruzeiro,838,ESCOLA PARQUE 210/211 SUL,pública,"70273400",DF,Brasília,Brasília                      ,Asa Sul,EQS 210/211 ,"1"
3,CRE - Plano Piloto e Cruzeiro,225,JARDIM DE INFÂNCIA 208 SUL,pública,"70254000",DF,Brasília,Brasília                      ,Asa Sul,SQS 208 ,AE
3,CRE - Plano Piloto e Cruzeiro,220,JARDIM DE INFÂNCIA 312 NORTE,pública,"70765000",DF,Brasília,Brasília                      ,Asa Norte,SQN 312 ,AE
3,CRE - Plano Piloto e Cruzeiro,221,JARDIM DE INFÂNCIA 404 NORTE,pública,"70845000",DF,Brasília,Brasília                      ,Asa Norte,SQN 404 ,AEÁREA ESPECIAL
4,CRE - Ceilândia,390,Centro de  Atenção Integral a Criança Bernardo Sayão,pública,"72220280",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNN 28 ,"MÓDULO 01 LTS H,I,J,K"
4,CRE - Ceilândia,658,Centro de Ensino Fundamental 32 de Ceilândia,pública,"72238000",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),Setor Habitacional Por do Sol ,Área Especial
3,CRE - Plano Piloto e Cruzeiro,232,ESCOLA CLASSE ASPALHA,pública,"71540045",DF,Brasília,Lago Norte                    ,Setor de Mansões do Lago Norte,SMLN MI Trecho 04 ,CONJ 1 CH 160
12,CRE - Samambaia,861,Centro de Educação da Primeira Infância Capim Estrela,pública,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,QS 613 AE 02
13,CRE - Paranoá,632,ESCOLA CLASSE 01 DO ITAPOÃ,pública,"71591525",DF,Brasília,Itapoã                        ,Del Lago I (Itapoã),Quadra 61 Conjunto E ,AE - DEL LAGO I
3,CRE - Plano Piloto e Cruzeiro,275,Centro Educacional 02 do Cruzeiro - CED02,pública,"70655850",DF,Brasília,Cruzeiro                      ,Cruzeiro Novo,SHCES Quadra 805 ,LT 02 S/N
12,CRE - Samambaia,574,ESCOLA CLASSE 415 DE SAMAMBAIA,pública,"72323540",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QN 417 ,QN 415/ 417 AREA ESPECIAL 01
8,CRE - Núcleo Bandeirante,440,Centro de Educação Infantil da Candangolândia,pública,"71727100",DF,Brasília,Candangolândia                ,Candangolândia,QR 1-A ,PRAÇA DO BOSQUE
12,CRE - Samambaia,646,ESCOLA CLASSE 831 DE SAMAMBAIA,pública,"72338711",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QR 831 Conjunto 1 ,SAMAMBAIA
10,CRE - Sobradinho,424,ESCOLA CLASSE MORRO DO SANSÃO,pública,"73080350",DF,Brasília,Sobradinho                    ,Setor de Mansões de Sobradinho,QMS 45 ,Fazenda Sobradinho-Próximo ao Cemitério
16,CRE - Recanto das Emas,146,CENTRO DE ENSINO FUNDAMENTAL 306 DO RECANTO DAS EMAS,pública,"72621300",DF,Brasília,Recanto das Emas              ,Recanto das Emas,Quadra 306 ,AV MONJOLO - LOTE 06
10,CRE - Sobradinho,405,CENTRO DE EDUCAÇÃO INFANTIL 01 DE SOBRADINHO,pública,"73015100",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 2 ,RUA 1 AE
11,CRE - Taguatinga,862,Centro de Educação da Primeira Infância Rosa do Cerrado,pública,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,QS 07 Lote 10 ? Águas Claras
4,CRE - Ceilândia,347,ESCOLA CLASSE 12 DE CEILÂNDIA,pública,"72210560",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNM 20/22 ,AE
10,CRE - Sobradinho,429,ESCOLA CLASSE SANTA HELENA,pública,"73252010",DF,Brasília,Sobradinho                    ,Região dos Lagos (Sobradinho),"Rodovia DF-440 - até km 2,000 - lado esquerdo","KM 5,5 CHA. 13/14 N.R. 01 SOBRADINHO DF"
3,CRE - Plano Piloto e Cruzeiro,840,CENTRO INTEGRADO DE EDUCACAO FISICA,pública,"70390075",DF,Brasília,Brasília                      ,Asa Sul,SGAS 907/908 ,"1"
3,CRE - Plano Piloto e Cruzeiro,7,CENTRO DE ENSINO FUNDAMENTAL 03 DE BRASÍLIA,pública,"70342000",DF,Brasília,Brasília                      ,Asa Sul,SQS 103 ,AE
10,CRE - Sobradinho,422,ESCOLA CLASSE ENGENHO VELHO,pública,"73150100",DF,Brasília,Fercal                        ,Setor Habitacional Fercal (Sobradinho),"Rodovia DF-150 - do km 11,000 ao km 18,000",KM 12 AV ENGENHO  VELHO
3,CRE - Plano Piloto e Cruzeiro,223,JARDIM DE INFÂNCIA 108 SUL,pública,"70347000",DF,Brasília,Brasília                      ,Asa Sul,SQS 108 ,AE
7,CRE - Guará,780,ASSOCIAÇÃO BENÉFICA CRISTÃ PROMOTORA DO DESENVOLVIMENTO INTEGRAL- PRODEIN,privada,"71300990",DF,Brasília,,,Vila Estrutural - Baixa Estrutural - Entrada do Aterro Sanitário,ÁREA ESPCIAL 22 PARTE 1
9,CRE - Planaltina,561,Caic Assis Chateaubriand,pública,"73350100",DF,Brasília,Planaltina                    ,Setor Residencial Leste (Planaltina),Quadra 1 ,Via NS 02-AE 04
12,CRE - Samambaia,864,Escola Classe 502 de Samambaia,pública,"72310520",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QS 502 ,Qs 502 - s/n CJ09 LT01
10,CRE - Sobradinho,428,ESCOLA CLASSE RUA DO MATO,pública,"73150100",DF,Brasília,Fercal                        ,Setor Habitacional Fercal (Sobradinho),"Rodovia DF-150 - do km 11,000 ao km 18,000",CH 04
12,CRE - Samambaia,117,CENTRO DE ENSINO FUNDAMENTAL 312 DE SAMAMBAIA,pública,"72308005",DF,Brasília,Samambaia                     ,Samambaia Sul (Samambaia),QN 312 Conjunto 5 ,LOTE 01
6,CRE - Brazlândia,650,Escola Classe 09 de Brazlândia,pública,"72755000",DF,Brasília,Brazlândia                    ,Vila São José (Brazlândia),Quadra 55 ,"45/55 Aréa especial Vila São José"
4,CRE - Ceilândia,377,CENTRO DE ENSINO FUNDAMENTAL 30 DE CEILÂNDIA,pública,"72280100",DF,Brasília,Ceilândia                     ,Condomínio Privê Lucena Roriz (Ceilândia),Rua 1 ,ÁREA ESPECIAL FRENTE/MODULO 7 CONDOMINIO PRIVÊ
4,CRE - Ceilândia,381,CENTRO DE ENSINO MÉDIO 04 DE CEILÂNDIA,pública,"72220140",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNN 14 ,AE
4,CRE - Ceilândia,348,ESCOLA CLASSE 13 DE CEILÂNDIA,pública,"72210580",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNM 24/26 ,AE
4,CRE - Ceilândia,351,ESCOLA CLASSE 17 DE CEILÂNDIA,pública,"72250500",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNO 1/3 (Comércio),AE
4,CRE - Ceilândia,355,ESCOLA CLASSE 21 DE CEILÂNDIA,pública,"72220520",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNN 4/6 ,AE
4,CRE - Ceilândia,370,ESCOLA CLASSE 50 DE CEILÂNDIA,pública,"72235520",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNP 24/28 ,AE
11,CRE - Taguatinga,107,CENTRO DE ENSINO FUNDAMENTAL 12 DE TAGUATINGA,pública,"72130390",DF,Brasília,Taguatinga                    ,Taguatinga Norte (Taguatinga),QNG 39 ,nº 03
8,CRE - Núcleo Bandeirante,189,Escola Classe 01 do Riacho Fundo II,pública,"71882168",DF,Brasília,Riacho Fundo II               ,Riacho Fundo II,Quadra QC 4 Conjunto 18 ,LOTE 02
3,CRE - Plano Piloto e Cruzeiro,276,CENTRO EDUCACIONAL GISNO,pública,"70790070",DF,Brasília,Brasília                      ,Asa Norte,SGAN 907 ,MOD A
10,CRE - Sobradinho,433,CENTRO DE ENSINO MÉDIO 01 DE SOBRADINHO,pública,"73025040",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 4 ,AE 04
10,CRE - Sobradinho,435,CENTRO EDUCACIONAL 03 DE SOBRADINHO,pública,"73030050",DF,Brasília,Sobradinho                    ,Sobradinho,Quadra 5 ,AE 05
7,CRE - Guará,397,ESCOLA CLASSE 06 DO GUARÁ,pública,"71060245",DF,Brasília,Guará                         ,Guará II,EQ 24/26 ,Area especial A
3,CRE - Plano Piloto e Cruzeiro,267,ESCOLA CLASSE 410 SUL,pública,"70276000",DF,Brasília,Brasília                      ,Asa Sul,SQS 410 ,AE
7,CRE - Guará,398,ESCOLA CLASSE 07 DO GUARÁ,pública,"71070040",DF,Brasília,Guará                         ,Guará II,QE 38 Conjunto D ,A/E 12
3,CRE - Plano Piloto e Cruzeiro,217,JARDIM DE INFÂNCIA 106 NORTE,pública,"70742000",DF,Brasília,Brasília                      ,Asa Norte,SQN 106 ,Área Especial
15,CRE - São Sebastião,598,ESCOLA CLASSE CERÂMICA DA BENÇÃO,pública,"71691085",DF,Brasília,São Sebastião                 ,Centro (São Sebastião),Rua da Gameleira - até 951 - lado ímpar,Rua da Gameleira n 331 Centro
4,CRE - Ceilândia,371,ESCOLA CLASSE 52 DE CEILÂNDIA,pública,"72236530",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNP 32/36 ,AE
3,CRE - Plano Piloto e Cruzeiro,859,Biblioteca EQS104/304 SUL,pública,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,EQS104/304 SUL
12,CRE - Samambaia,115,CENTRO DE ENSINO FUNDAMENTAL 411 DE SAMAMBAIA,pública,"72321549",DF,Brasília,Samambaia                     ,Samambaia Norte (Samambaia),QN 411 Área Especial 1 ,SAMAMBAIA NORTE - DF
9,CRE - Planaltina,713,CENTRO DE EDUCAÇAO INFANTIL 01 DE PLANALTINA,pública,"73380100",DF,Brasília,Planaltina                    ,Setor Residencial Mestre D'Armas (Planaltina),Condomínio Estância Mestre D'Armas I ,I a V Área especial
8,CRE - Núcleo Bandeirante,776,"2 -  Casa da Mãe Preta do Brasil",privada,"71735201",DF,Brasília,ParkWay                       ,Setor de Mansões Park Way,SMPW Quadra 2 Conjunto 1 ,ÁREA ESPECIAL 3
3,CRE - Plano Piloto e Cruzeiro,858,Biblioteca Escolar e Comunitária da EQS 108/308 Professora Tatiana Eliza Nogueira,pública,"70040020",DF,Brasília,Brasília                      ,Asa Norte,SBN Quadra 2 ,SGAS 909 - CONJ 
4,CRE - Ceilândia,29,CENTRO DE ENSINO FUNDAMENTAL 13 DE CEILÂNDIA,pública,"72236500",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNP 30/34 ,AE
7,CRE - Guará,779,CRECHE RENASCER,privada,"71261710",DF,Brasília,SCIA                          ,Setor Leste (Vila Estrutural - Guará),Quadra 6 Conjunto 2 ,lotes 01 a 26
15,CRE - São Sebastião,620,ESCOLA CLASSE VILA NOVA,pública,"71693032",DF,Brasília,São Sebastião                 ,Vila São José (São Sebastião),Quadra 31 ,Rua 31 n. 200
10,CRE - Sobradinho,415,ESCOLA CLASSE BASEVI,pública,"73100000",DF,Brasília,Sobradinho                    ,Núcleo Rural Lago Oeste (Sobradinho),Núcleo Rural Lago Oeste ,DF 001 KM 127 CHAPADA DA CONTAGEM
10,CRE - Sobradinho,418,ESCOLA CLASSE CATINGUEIRO,pública,"73151010",DF,Brasília,Fercal                        ,Setor Habitacional Fercal (Sobradinho),Rodovia DF-205 ,OESTE KM 13 CATINGUEIRO
4,CRE - Ceilândia,386,CENTRO EDUCACIONAL 07 DE CEILÂNDIA,pública,"72225130",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),QNN 13 ,AE
10,CRE - Sobradinho,430,ESCOLA CLASSE SÍTIO DAS ARAUCÁRIAS,pública,"73271010",DF,Brasília,Sobradinho                    ,Nova Colina (Sobradinho),"Rodovia DF-440 - do km 17,000 ao km 19,000 - lado direito",NR01 corrego do meio DF 440 vc 257
10,CRE - Sobradinho,432,ESCOLA CLASSE SONHÉM DE CIMA,pública,"73151010",DF,Brasília,Fercal                        ,Setor Habitacional Fercal (Sobradinho),Rodovia DF-205 ,LESTE VC 201 KM 4 ASSENTAMENTO CONTAGEM
4,CRE - Ceilândia,175,CENTRO DE ENSINO FUNDAMENTAL 35 DE CEILÂNDIA,pública,"72225520",DF,Brasília,Ceilândia                     ,Ceilândia Norte (Ceilândia),EQNN 1/3 (Comércio),AE
4,CRE - Ceilândia,349,ESCOLA CLASSE 15 DE CEILÂNDIA,pública,"72220540",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNN 8/10 ,AE
4,CRE - Ceilândia,368,ESCOLA CLASSE 45 DE CEILÂNDIA,pública,"72231520",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),EQNP 12/16 ,AE
4,CRE - Ceilândia,375,ESCOLA CLASSE 59 DE CEILÂNDIA,pública,"72220360",DF,Brasília,Ceilândia                     ,Ceilândia Sul (Ceilândia),QNN 36 ,AE
